CNPJ,Cod_Cliente1,Regiao,T.O. 25kg,T.O. 50kg,Est. 40kg,Est. 50kg,códigos analisados
'1587254',VC-RONDONOPOLIS','31092477000259',1,2,0,1,"CÓDIGO: 6054184, CÓDIGO: 6054187, CÓDIGO: 6111677, CÓDIGO: 6132938"
'1490846',VC-ROSARIO','15546442000105',1,1,0,0,"CÓDIGO: 6187345, CÓDIGO: 6111677"
'1584317',VC-ROSARIO OESTE','36081835000160',1,2,0,0,"CÓDIGO: 6054184, CÓDIGO: 6165750, CÓDIGO: 6111677"
'1627422',VC-S JOAO BOA VISTA','20025897000115',1,3,0,0,"CÓDIGO: 6172139, CÓDIGO: 6165750, CÓDIGO: 6111677, CÓDIGO: 6054180"
'1531569',VC-S JOAQUIM BARRA','22853076000100',1,2,0,0,"CÓDIGO: 6172139, CÓDIGO: 6165750, CÓDIGO: 6111677"
'1648017',VC-S JOSE CAMPOS','21450912000135',1,3,0,1,"CÓDIGO: 6054172, CÓDIGO: 6187066, CÓDIGO: 6111677, CÓDIGO: 6054180, CÓDIGO: 6135552"
'1626321',VC-S JOSE DO R PRET','27752797000130',1,3,0,0,"CÓDIGO: 6172139, CÓDIGO: 6165750, CÓDIGO: 6111677, CÓDIGO: 6054180"
'1515576',VC-S MIGUEL ARAGUAI','22728717000197',0,2,0,2,"CÓDIGO: 6135560, CÓDIGO: 6111677, CÓDIGO: 6135561, CÓDIGO: 6132939"
'1646218',VC-S MIGUEL CAMPOS','43246360000180',1,2,0,0,"CÓDIGO: 6161835, CÓDIGO: 6111677, CÓDIGO: 6054178"
'1605984',VC-S RAIMUNDO NONAT','69005858000145',1,2,0,0,"CÓDIGO: 6161835, CÓDIGO: 6111677, CÓDIGO: 6054178"
'1643708',VC-S SEBAST PARAISO','03969659000149',1,2,0,0,"CÓDIGO: 6172139, CÓDIGO: 6165750, CÓDIGO: 6111677"
'1629787',VC-SALGADO','40359723000104',0,2,0,0,"CÓDIGO: 6111677, CÓDIGO: 6054178"
'1650646',VC-SALGUEIRO','40406997000107',1,2,0,0,"CÓDIGO: 6161835, CÓDIGO: 6111677, CÓDIGO: 6054178"
'1650044',VC-SALVADOR','45289076000117',1,2,0,0,"CÓDIGO: 6161835, CÓDIGO: 6111677, CÓDIGO: 6054178"
'1634344',VC-SANANDUVA','42650992000142',1,3,0,0,"CÓDIGO: 6054186, CÓDIGO: 6111677, CÓDIGO: 6054190, CÓDIGO: 6054205"
'1551057',VC-SANTA CRUZ D SUL','94853876000124',1,2,0,0,"CÓDIGO: 6054204, CÓDIGO: 6111677, CÓDIGO: 6054205"
'1628424',VC-SANTA MARIA','38383020000161',1,2,0,0,"CÓDIGO: 6054204, CÓDIGO: 6111677, CÓDIGO: 6054205"
'1520889',VC-SANTA QUITERIA','26559544000181',1,1,0,0,"CÓDIGO: 6187345, CÓDIGO: 6111677"
'1546901',VC-SANTA ROSA','23982091000103',2,3,0,0,"CÓDIGO: 6054186, CÓDIGO: 6054204, CÓDIGO: 6111677, CÓDIGO: 6054190, CÓDIGO: 6054205"
'1497272',VC-SANTA TERESA','10584485000161',0,2,0,1,"CÓDIGO: 6187066, CÓDIGO: 6111677, CÓDIGO: 6162599"
'1637613',VC-SANTANA IPANEMA','38184066000151',1,2,0,0,"CÓDIGO: 6161835, CÓDIGO: 6111677, CÓDIGO: 6054178"
'1629990',VC-SANTAREM','18448592000174',0,1,0,0,CÓDIGO: 6111677
'1611953',VC-SANTIAGO','35998029000199',1,2,0,0,"CÓDIGO: 6054204, CÓDIGO: 6111677, CÓDIGO: 6054205"
'1637487',VC-SANTO ANGELO','43596644000105',2,3,0,0,"CÓDIGO: 6054186, CÓDIGO: 6054204, CÓDIGO: 6111677, CÓDIGO: 6054190, CÓDIGO: 6054205"
'1643231',VC-SANTOS','45477411000100',1,2,0,1,"CÓDIGO: 6054172, CÓDIGO: 6111677, CÓDIGO: 6054180, CÓDIGO: 6135552"
'1618053',VC-SAO BENTO DO SUL','28543752000118',1,2,0,0,"CÓDIGO: 6054186, CÓDIGO: 6111677, CÓDIGO: 6054190"
'1632351',VC-SAO CARLOS','34324047000122',1,2,0,0,"CÓDIGO: 6172139, CÓDIGO: 6165750, CÓDIGO: 6111677"
'1626856',VC-SAO FELIX XINGU','20502525000132',0,1,0,1,"CÓDIGO: 6111677, CÓDIGO: 6160545"
'1550138',VC-SAO JERONIMO','90377037000126',1,2,0,0,"CÓDIGO: 6054204, CÓDIGO: 6111677, CÓDIGO: 6054205"
'1525283',VC-SAO LOURENCO','16823213000153',0,2,0,0,"CÓDIGO: 6165750, CÓDIGO: 6111677"
'1539252',VC-SAO MATEUS','21454082000114',0,2,0,0,"CÓDIGO: 6187066, CÓDIGO: 6111677"
'1524649',VC-SAO MATEUS D SUL','32764705000171',0,2,0,0,"CÓDIGO: 6111677, CÓDIGO: 6054190"
'1633137',VC-SAO MIGUEL D EST','34425619000160',1,3,0,0,"CÓDIGO: 6054186, CÓDIGO: 6111677, CÓDIGO: 6054190, CÓDIGO: 6054205"
'1648253',VC-SAO PAULO','31157385000129',1,4,0,0,"CÓDIGO: 6054172, CÓDIGO: 6187066, CÓDIGO: 6165750, CÓDIGO: 6111677, CÓDIGO: 6054180"
'1607249',VC-SAPE','38848107000329',0,2,0,0,"CÓDIGO: 6054188, CÓDIGO: 6111677"
'1205087',VC-SEABRA','15102262000800',1,2,0,0,"CÓDIGO: 6161835, CÓDIGO: 6111677, CÓDIGO: 6054178"
'1556102',VC-SENA MADUREIRA','10385218000165',0,2,0,0,"CÓDIGO: 6120895, CÓDIGO: 6111677"
'1459910',VC-SENHOR DO BONFIM','22491677000102',1,2,0,0,"CÓDIGO: 6161835, CÓDIGO: 6111677, CÓDIGO: 6054178"
'1620892',VC-SERG SERT S FRAN','29250244000104',1,2,0,0,"CÓDIGO: 6161835, CÓDIGO: 6111677, CÓDIGO: 6054178"
'1620892',VC-SERID OCID PARAI','29250244000104',1,2,0,0,"CÓDIGO: 6161835, CÓDIGO: 6111677, CÓDIGO: 6054178"
'1447087',VC-SERR SERTA ALAGO','08724813000136',1,2,0,0,"CÓDIGO: 6161835, CÓDIGO: 6111677, CÓDIGO: 6054178"
'1168358',VC-SERRA D TEIXEIRA','06179739000199',0,2,0,0,"CÓDIGO: 6054188, CÓDIGO: 6111677"
'1637072',VC-SERRA DO PEREIRO','02171398000154',0,1,0,0,CÓDIGO: 6111677
'1507085',VC-SERRA SAO MIGUEL','06187079000198',1,1,0,0,"CÓDIGO: 6187345, CÓDIGO: 6111677"
'1646680',VC-SERRANA','41806564000101',2,2,0,1,"CÓDIGO: 6187067, CÓDIGO: 6112143, CÓDIGO: 6187066, CÓDIGO: 6111677, CÓDIGO: 6162599"
'1631069',VC-SERRANA QUILOMBO','43861583000158',1,2,0,0,"CÓDIGO: 6161835, CÓDIGO: 6111677, CÓDIGO: 6054178"
'1611985',VC-SERRAS DE SUDEST','33151137000104',1,2,0,0,"CÓDIGO: 6054204, CÓDIGO: 6111677, CÓDIGO: 6054205"
'1626479',VC-SERRINHA','17252675000120',1,2,0,0,"CÓDIGO: 6161835, CÓDIGO: 6111677, CÓDIGO: 6054178"
'1535491',VC-SERT QUIXERAMOBI','33888437000162',1,1,0,0,"CÓDIGO: 6187345, CÓDIGO: 6111677"
'1419845',VC-SERTA SEN POMPEU','23549313000107',1,1,0,0,"CÓDIGO: 6187345, CÓDIGO: 6111677"
'1375816',VC-SERTAO D CRATEUS','17490507000173',0,1,0,0,CÓDIGO: 6111677
'1624910',VC-SERTAO DO MOXOTO','14423650000154',1,3,0,0,"CÓDIGO: 6161835, CÓDIGO: 6054188, CÓDIGO: 6111677, CÓDIGO: 6054178"
'1612606',VC-SINOP','41938922000121',1,3,0,1,"CÓDIGO: 6054184, CÓDIGO: 6054187, CÓDIGO: 6165750, CÓDIGO: 6111677, CÓDIGO: 6132938"
'1635697',VC-SOBRAL','42643881000109',1,1,0,0,"CÓDIGO: 6187345, CÓDIGO: 6111677"
'1529100',VC-SOLEDADE','11380954000193',0,3,0,0,"CÓDIGO: 6111677, CÓDIGO: 6054190, CÓDIGO: 6054205"
'1301442',VC-SOROCABA','12337360000162',1,2,0,1,"CÓDIGO: 6054172, CÓDIGO: 6111677, CÓDIGO: 6054180, CÓDIGO: 6135552"
'1301442',VC-SOUSA','12337360000162',1,2,0,1,"CÓDIGO: 6054172, CÓDIGO: 6111677, CÓDIGO: 6054180, CÓDIGO: 6135552"
'1626806',VC-ST ANTONIO JESUS','31439325000107',1,2,0,0,"CÓDIGO: 6161835, CÓDIGO: 6111677, CÓDIGO: 6054178"
'1628873',VC-ST ANTONIO PADUA','37221065000177',0,2,0,1,"CÓDIGO: 6187066, CÓDIGO: 6111677, CÓDIGO: 6162599"
'1650367',VC-STA MARIA VITORI','42741823000118',0,3,0,1,"CÓDIGO: 6135560, CÓDIGO: 8020800, CÓDIGO: 6111677, CÓDIGO: 8018790"
'1630049',VC-STA RITA SAPUCAI','39257906000121',0,2,0,0,"CÓDIGO: 6165750, CÓDIGO: 6111677"
'1634493',VC-SUAPE','42924799000152',1,2,0,0,"CÓDIGO: 6161835, CÓDIGO: 6054188, CÓDIGO: 6111677"
'1642201',VC-SUDOESTE DE GOIA','02635833001045',2,2,0,0,"CÓDIGO: 6054184, CÓDIGO: 6172311, CÓDIGO: 6135560, CÓDIGO: 6111677"
'1542142',VC-TABULEIRO','28335994000116',0,3,0,0,"CÓDIGO: 6111677, CÓDIGO: 6054190, CÓDIGO: 6054205"
'1546874',VC-TANGARA DA SERRA','13281186000146',1,3,0,1,"CÓDIGO: 6054184, CÓDIGO: 6054187, CÓDIGO: 6165750, CÓDIGO: 6111677, CÓDIGO: 6132938"
'1608144',VC-TARAUACA','59225698001320',0,2,0,0,"CÓDIGO: 6120895, CÓDIGO: 6111677"
'1633457',VC-TATUI','19408667000407',1,2,0,1,"CÓDIGO: 6054172, CÓDIGO: 6111677, CÓDIGO: 6054180, CÓDIGO: 6135552"
'1545459',VC-TELEMACO BORBA','32385540000127',1,2,0,0,"CÓDIGO: 6054186, CÓDIGO: 6111677, CÓDIGO: 6054190"
'1650291',VC-TERESINA','27993461000169',1,1,0,0,"CÓDIGO: 6187345, CÓDIGO: 6111677"
'1524826',VC-TESOURO','13858125000107',1,2,0,1,"CÓDIGO: 6054184, CÓDIGO: 6054187, CÓDIGO: 6111677, CÓDIGO: 6132938"
'1529840',VC-TIJUCAS','15609494000183',1,3,0,0,"CÓDIGO: 6054186, CÓDIGO: 6111677, CÓDIGO: 6054190, CÓDIGO: 6054205"
'1648671',VC-TOBIAS BARRETO','44553726000127',1,2,0,0,"CÓDIGO: 6161835, CÓDIGO: 6111677, CÓDIGO: 6054178"
'1647557',VC-TOLEDO','45193186000180',1,2,0,0,"CÓDIGO: 6054186, CÓDIGO: 6111677, CÓDIGO: 6054190"
'1553294',VC-TOME-ACU','18785185000152',0,2,0,0,"CÓDIGO: 6111677, CÓDIGO: 6054178"
'1500317',VC-TRAIPU','14582505000116',1,2,0,0,"CÓDIGO: 6161835, CÓDIGO: 6111677, CÓDIGO: 6054178"
'1624286',VC-TRES LAGOAS','28923663000288',0,4,0,0,"CÓDIGO: 6054157, CÓDIGO: 6054187, CÓDIGO: 6165750, CÓDIGO: 6111677"
'1601426',VC-TRES PASSOS','97320451010968',1,3,0,0,"CÓDIGO: 6054186, CÓDIGO: 6111677, CÓDIGO: 6054190, CÓDIGO: 6054205"
'1632819',VC-TRES RIOS','31199466000191',0,2,0,0,"CÓDIGO: 6187066, CÓDIGO: 6111677"
'1634790',VC-TUBARAO','06983760000142',1,2,0,0,"CÓDIGO: 6054186, CÓDIGO: 6111677, CÓDIGO: 6054205"
'1528424',VC-TUCURUI','23732026000120',0,1,0,1,"CÓDIGO: 6111677, CÓDIGO: 6160545"
'1473435',VC-TUPA','28963616000187',1,2,0,1,"CÓDIGO: 6054172, CÓDIGO: 6111677, CÓDIGO: 6054180, CÓDIGO: 6135552"
'1627657',VC-UBA','43364978000145',0,2,0,1,"CÓDIGO: 6187066, CÓDIGO: 6111677, CÓDIGO: 6162599"
'1646947',VC-UBERABA','35287727000186',1,2,0,0,"CÓDIGO: 6172139, CÓDIGO: 6165750, CÓDIGO: 6111677"
'1626878',VC-UBERLANDIA','41668840000104',1,2,0,0,"CÓDIGO: 6172139, CÓDIGO: 6165750, CÓDIGO: 6111677"
'1491256',VC-UMARIZAL','08746195000125',1,1,0,0,"CÓDIGO: 6187345, CÓDIGO: 6111677"
'1640381',VC-UMUARAMA','43744020000180',1,2,0,0,"CÓDIGO: 6054186, CÓDIGO: 6111677, CÓDIGO: 6054190"
'1535951',VC-UNAI','34448559000109',1,2,0,0,"CÓDIGO: 6172311, CÓDIGO: 6135560, CÓDIGO: 6111677"
'1646903',VC-UNIAO DA VITORIA','44554940000106',0,2,0,0,"CÓDIGO: 6111677, CÓDIGO: 6054190"
'1595571',VC-URUBURETAMA','07707217000185',1,1,0,1,"CÓDIGO: 6187345, CÓDIGO: 6111677, CÓDIGO: 6160545"
'1051861',VC-VACARIA','90358920000179',1,2,0,0,"CÓDIGO: 6054204, CÓDIGO: 6111677, CÓDIGO: 6054205"
'1598123',VC-VALE DO ACU','15566952000144',1,1,0,0,"CÓDIGO: 6187345, CÓDIGO: 6111677"
'1635630',VC-VALE DO IPANEMA','44169513000104',1,3,0,0,"CÓDIGO: 6161835, CÓDIGO: 6054188, CÓDIGO: 6111677, CÓDIGO: 6054178"
'1592352',VC-VALE DO IPOJUCA','10230480003075',1,3,0,0,"CÓDIGO: 6161835, CÓDIGO: 6054188, CÓDIGO: 6111677, CÓDIGO: 6054178"
'1603799',VC-VALE PARAI FLUMI','34284834000198',2,2,0,1,"CÓDIGO: 6187067, CÓDIGO: 6112143, CÓDIGO: 6187066, CÓDIGO: 6111677, CÓDIGO: 6162599"
'1623901',VC-VALE R DOS BOIS','40706011000106',0,2,0,1,"CÓDIGO: 6135560, CÓDIGO: 6111677, CÓDIGO: 6135561"
'1630569',VC-VALENCA','41767437000213',1,2,0,0,"CÓDIGO: 6161835, CÓDIGO: 6111677, CÓDIGO: 6054178"
'1529703',VC-VALENCA DO PIAUI','24223714000127',1,1,0,0,"CÓDIGO: 6187345, CÓDIGO: 6111677"
'1556846',VC-VAO DO PARANA','20735589000183',0,2,0,2,"CÓDIGO: 6135560, CÓDIGO: 6111677, CÓDIGO: 6132939, CÓDIGO: 8020801"
'1613039',VC-VARGINHA','32536504000117',1,2,0,0,"CÓDIGO: 6172139, CÓDIGO: 6165750, CÓDIGO: 6111677"
'1627603',VC-VARZEA ALEGRE','41569794000196',2,1,0,0,"CÓDIGO: 6161835, CÓDIGO: 6187345, CÓDIGO: 6111677"
'1538652',VC-VASSOURAS','30017321000160',1,2,0,1,"CÓDIGO: 6112143, CÓDIGO: 6187066, CÓDIGO: 6111677, CÓDIGO: 6162599"
'1636714',VC-VICOSA','18999482000109',0,2,0,1,"CÓDIGO: 6187066, CÓDIGO: 6111677, CÓDIGO: 6162599"
'1645981',VC-VILHENA','35421080000133',1,3,0,1,"CÓDIGO: 6054184, CÓDIGO: 6054187, CÓDIGO: 6165750, CÓDIGO: 6111677, CÓDIGO: 6132938"
'1645056',VC-VITORIA','22080548000121',0,2,0,1,"CÓDIGO: 6187066, CÓDIGO: 6111677, CÓDIGO: 6162599"
'1630983',VC-VITORIA CONQUIST','29314741000129',1,2,0,0,"CÓDIGO: 6161835, CÓDIGO: 6111677, CÓDIGO: 6054178"
'1311941',VC-VITORIA ST ANTAO','15388400000193',1,3,0,0,"CÓDIGO: 6161835, CÓDIGO: 6054188, CÓDIGO: 6111677, CÓDIGO: 6054178"
'1605660',VC-VOTUPORANGA','32610320000150',1,2,0,0,"CÓDIGO: 6172139, CÓDIGO: 6165750, CÓDIGO: 6111677"
'1484690',VC-WESCESLAU BRAZ','14943846000170',1,3,0,0,"CÓDIGO: 6054186, CÓDIGO: 6111677, CÓDIGO: 6054190, CÓDIGO: 6054180"
'1625561',VC-XANXERE','81546988000190',1,3,0,0,"CÓDIGO: 6054186, CÓDIGO: 6111677, CÓDIGO: 6054190, CÓDIGO: 6054205"
